DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,RO,1996,321651,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,RO,1997,361061,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,RO,1998,399105,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,RO,1999,363690,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,RO,2000,353745,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,RS,2000,106020,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SE,1991,1199101,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SE,1992,1195154,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SE,1993,1191251,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SE,1994,1112505,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SE,1995,1145945,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SE,1996,1175339,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SE,1997,1196065,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SE,1998,1181056,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SE,1999,1194171,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SE,2000,1214968,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SI,1991,42250,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SI,1992,54085,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SI,1993,44278,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SI,1994,43635,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SI,1995,38178,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SI,1996,36587,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SI,1997,37173,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SI,1998,55259,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SI,1999,61693,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SI,2000,67618,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SK,1991,88157,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SK,1992,105060,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SK,1993,146125,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SK,1994,137713,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SK,1995,114579,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SK,1996,99402,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SK,1997,92395,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SK,1998,93895,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SK,1999,94016,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,SK,2000,88817,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,TR,1991,25908,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,TR,1992,25765,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,TR,1993,30482,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,TR,1994,36593,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,TR,1995,279001,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,TR,1996,344395,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,TR,1997,356677,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,TR,1998,357311,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,TR,1999,338606,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,TR,2000,337079,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKC-L,1991,5276173,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKC-L,1992,5591717,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKC-L,1993,5526255,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKC-L,1994,5146383,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKC-L,1995,5100241,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKC-L,1996,5036552,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKC-L,1997,4600324,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKC-L,1998,5105764,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKC-L,1999,5298044,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKC-L,2000,5167312,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKM,1991,572921,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKM,1992,564890,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKM,1993,517247,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKM,1994,500110,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKM,1995,475697,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKM,1996,451956,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKM,1997,420642,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKM,1998,431551,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKM,1999,435703,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKM,2000,423172,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKN,1991,63492,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKN,1992,67532,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKN,1993,66228,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKN,1994,67886,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKN,1995,68808,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKN,1996,68549,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKN,1997,62222,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKN,1998,109053,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKN,1999,119111,
ESTAT:CRIM_HIST$DEFAULTVIEW(1.0),26/02/15 23:00:00,A,NR,UKN,2000,119912,
